KeyBucket,KeyStrokes,TotalTime,VOID,Stroke1,Stroke2,Stroke3,Stroke4
cw,cw,0.36786424499587,,0.0004373480041977,0,0
cw,cw,0.25595666699519,,0.00014742399798706,0,0
A,A,0.49176525599614,,0,0,0
A,A,0.00010137200297322,,0,0,0
cw,cw,0.27311830199324,,0.0001959710061783,0,0
cw,cw,0.22612217300048,,0.00014650799857918,0,0
cw,cw,0.19193013900076,,0.00018779600213747,0,0
i,i,0.43973629899847,,0,0,0
i,i,0.44013803800044,,0,0,0
o,o,0.40792701199825,,0,0,0
O,O,0.56791961699491,,0,0,0
I,I,0.45808495000529,,0,0,0
o,o,0.19207228498999,,0,0,0
o,o,0.24005672200292,,0,0,0
I,I,0.84801545699884,,0,0,0
A,A,2.0436673140066,,0,0,0
cw,cw,0.21592126900214,,0.00018364700372331,0,0
o,o,1.7198833760049,,0,0,0
A,A,0.2744382279925,,0,0,0
i,i,0.20799251599237,,0,0,0
o,o,0.29605246099527,,0,0,0
o,o,0.119682372,,0,0,0
A,A,0.38616815899999,,0,0,0
A,A,1.143915015,,0,0,0
i,i,0.104026823,,0,0,0
A,A,1.495890745,,0,0,0
A,A,0.24813558599999,,0,0,0
o,o,0.14399688700001,,0,0,0
A,A,0.25014387300001,,0,0,0
i,i,0.375711002,,0,0,0
A,A,0.25594023899998,,0,0,0
o,o,0.12802377600002,,0,0,0
o,o,0.26470927000003,,0,0,0
o,o,0.10394367100002,,0,0,0
o,o,0.052111396999976,,0,0,0
o,o,0.112086761,,0,0,0
o,o,0.21586949500011,,0,0,0
i,i,0.19638216700002,,0,0,0
A,A,0.54404966899995,,0,0,0
A,A,0.42756034199999,,0,0,0
i,i,28.296022303,,0,0,0
i,i,1.1040493769999,,0,0,0
O,O,0.48787657899993,,0,0,0
o,o,0.072011826999983,,0,0,0
A,A,0.29584242599992,,0,0,0
i,i,0.687974876,,0,0,0
i,i,0.22389436499998,,0,0,0
o,o,0.120042044,,0,0,0
o,o,0.22411563500009,,0,0,0
A,A,0.15200937199984,,0,0,0
A,A,0.096066583000038,,0,0,0
A,A,0.65794195400008,,0,0,0
A,A,0.13602922100017,,0,0,0
A,A,0.7038955810001,,0,0,0
cw,cw,0.10400710599993,,0.00013904800016462,0,0
o,o,0.34630880999998,,0,0,0
O,O,2.8640302180002,,0,0,0
A,A,0.28416701600008,,0,0,0
cw,cw,0.13598675699996,,0.00017525099997329,0,0
O,O,0.23198588600007,,0,0,0
o,o,0.33013448500014,,0,0,0
o,o,0.33338114399999,,0,0,0
i,i,0.26403075500002,,0,0,0
o,o,0.079919436999944,,0,0,0
A,A,0.19992994699987,,0,0,0
A,A,0.28930139800013,,0,0,0
cw,cw,0.19206670899985,,0.00018847699993785,0,0
o,o,0.11858808000011,,0,0,0
o,o,0.71199084499995,,0,0,0
A,A,0.24212656099985,,0,0,0
i,i,0.56792104100009,,0,0,0
i,i,0.19995685399999,,0,0,0
i,i,0.095969571000069,,0,0,0
O,O,0.22400408900012,,0,0,0
O,O,0.22878129100013,,0,0,0
O,O,0.62826143699999,,0,0,0
o,o,1.0331988140001,,0,0,0
i,i,0.12797170600015,,0,0,0
A,A,0.50396430000001,,0,0,0
d**,dWi,0.33591442000011,,0.00020348900011413,0.13590298200006,0
A,A,0.10404292599992,,0,0,0
O,O,0.8785855069998,,0,0,0
A,A,0.67077472899996,,0,0,0
o,o,0.10406811799999,,0,0,0
i,i,0.097916168999973,,0,0,0
A,A,0.22426041800009,,0,0,0
A,A,0.98402774700003,,0,0,0
A,A,0.28915506599992,,0,0,0
i,i,0.11201997900002,,0,0,0
A,A,0.24995749499999,,0,0,0
i,i,0.087924551000015,,0,0,0
o,o,0.10400694100008,,0,0,0
O,O,0.31991644499999,,0,0,0
i,i,5.743307538,,0,0,0
A,A,0.39992213100004,,0,0,0
O,O,0.96011084299994,,0,0,0
A,A,0.1327193699999,,0,0,0
o,o,0.21332711500008,,0,0,0
O,O,0.22852175700018,,0,0,0
o,o,0.48796333400014,,0,0,0
d**,ddi,0.71152951599993,,0.00017805800007409,0.24747742299996,0
i,i,0.39981502099999,,0,0,0
i,i,0.20799932699992,,0,0,0
o,o,0.34626855800002,,0,0,0
O,O,0.32995076200018,,0,0,0
o,o,0.11198530699994,,0,0,0
o,o,0.095991221000077,,0,0,0
O,O,0.47113257199999,,0,0,0
O,O,0.67594088300007,,0,0,0
O,O,0.45020762499985,,0,0,0
o,o,0.89610207800001,,0,0,0
o,o,0.064084458000025,,0,0,0
a,a,0.1360045429999,,0,0,0
i,i,0.41380300499986,,0,0,0
o,o,0.11985942999991,,0,0,0
O,O,1.6879031809999,,0,0,0
o,o,3.1041033450001,,0,0,0
A,A,0.55504118599993,,0,0,0
A,A,1.5041527789999,,0,0,0
A,A,0.78554044500015,,0,0,0
A,A,0.60040626699993,,0,0,0
A,A,1.7616106670002,,0,0,0
o,o,0.32872351599963,,0,0,0
cw,cw,0.34229006699979,,0.00017538400015837,0,0
A,A,0.14403925800025,,0,0,0
i,i,0.040045708999969,,0,0,0
A,A,0.34648357100014,,0,0,0
i,i,0.25602915199988,,0,0,0
o,o,0.11393786899998,,0,0,0
i,i,0.255308926,,0,0,0
o,o,0.11995472300032,,0,0,0
i,i,0.30210465500022,,0,0,0
o,o,0.15892475600003,,0,0,0
o,o,0.16003863800006,,0,0,0
i,i,0.47199945500006,,0,0,0
o,o,0.882644024,,0,0,0
o,o,0.37587275500027,,0,0,0
o,o,0.19993628400016,,0,0,0
o,o,0.23998787100027,,0,0,0
i,i,0.10396812099998,,0,0,0
i,i,0.65585510699975,,0,0,0
O,O,0.25594424399969,,0,0,0
o,o,0.52004869800021,,0,0,0
i,i,0.080064525000125,,0,0,0
i,i,8.2241000200156e-05,,0,0,0
O,O,1.4400661099999,,0,0,0
o,o,0.079888013000073,,0,0,0
i,i,0.37599129799992,,0,0,0
A,A,0.60233093100032,,0,0,0
ct*,ct<,11.44731434,,0.00019319300008647,0.20713160399964,0
a,a,0.5198416090002,,0,0,0
d**,dli,0.41609456300012,,9.0870003077725e-06,0.2960906569997,0
O,O,0.17715610799996,,0,0,0
o,o,0.36801984499971,,0,0,0
o,o,0.049489534000259,,0,0,0
o,o,1.1840428780001,,0,0,0
A,A,0.43091828500019,,0,0,0
o,o,0.11986932599984,,0,0,0
A,A,0.29749420000007,,0,0,0
cw,cw,0.15907433199982,,0.00018288199999006,0,0
o,o,0.30300523300002,,0,0,0
O,O,0.23187605400017,,0,0,0
o,o,0.63998984199998,,0,0,0
o,o,0.26016411499995,,0,0,0
O,O,0.51582152800029,,0,0,0
O,O,0.555852899,,0,0,0
i,i,0.19994069800032,,0,0,0
A,A,0.33591096800001,,0,0,0
o,o,0.25578977100031,,0,0,0
o,o,0.088006229000257,,0,0,0
o,o,4.278842747,,0,0,0
i,i,0.18405979799991,,0,0,0
o,o,0.46399113999996,,0,0,0
cw,cw,0.13575379400027,,0.0002058750001197,0,0
cw,cw,0.15228830200022,,0.00012787000014214,0,0
cw,cw,0.26398234099997,,0.00016814800028442,0,0
O,O,0.32198588300025,,0,0,0
O,O,0.29617725299977,,0,0,0
o,o,0.079914369000107,,0,0,0
o,o,0.25596283699997,,0,0,0
cw,cw,0.27205262400003,,0.00016380400029448,0,0
o,o,0.064971990000231,,0,0,0
A,A,0.54379158200027,,0,0,0
o,o,0.1761214370008,,0,0,0
A,A,0.20795594999981,,0,0,0
A,A,0.89595573699989,,0,0,0
A,A,1.1839870419999,,0,0,0
A,A,0.44001820999983,,0,0,0
o,o,0.11754550499973,,0,0,0
A,A,2.5279890420006,,0,0,0
O,O,1.9839946759994,,0,0,0
d**,ddo,0.47422466100033,,0.00015608699959557,0.17583973700039,0
o,o,0.18405463099953,,0,0,0
A,A,0.41798896799992,,0,0,0
o,o,0.50370635600029,,0,0,0
i,i,0.087932805000491,,0,0,0
O,O,0.23681497100006,,0,0,0
o,o,0.27081570500013,,0,0,0
O,O,1.1039779369994,,0,0,0
A,A,0.45602068399967,,0,0,0
A,A,0.41804917199988,,0,0,0
O,O,0.40806931600036,,0,0,0
A,A,0.24802818500029,,0,0,0
o,o,1.4079448460006,,0,0,0
A,A,0.35991913599992,,0,0,0
o,o,0.10386530600044,,0,0,0
o,o,0.22398560399961,,0,0,0
A,A,0.94635439100057,,0,0,0
cw,cw,0.10398546400029,,0.0001144869993368,0,0
o,o,1.7440670699998,,0,0,0
O,O,0.22391988900017,,0,0,0
o,o,0.29862455900002,,0,0,0
ci*,ci",0.480141,,0.00014766399999644,0.1519462669994,0
ci*,ci",0.78398308700071,,0.00011561499923118,0.1677663520004,0
o,o,0.07209032100036,,0,0,0
